,Unnamed: 0,TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan
150,301,2507A,SHORL1,8,1,48.8,38.5,2019,26.8,Understory,6-11,Alive,7,Young,9.0,"16,256.73",0.76,0.24,0.12,"1,800.00",11.88,900.00,"2,711.88",2.9,1.45,28.5,0
752,1446,3131,XANTEU,38,2,53.5,140.2,2019,17.0,Understory,6-11,Alive,53,Intermediate,16.0,"6,603.66",0.31,0.15,0.08,"3,200.00",7.53,"1,600.00","4,807.53",0.1,0.05,21.8,15
362,712,2776,MESUFE,19,1,38.7,64.5,2019,18.6,Understory,6-11,Alive,53,Intermediate,7.5,"4,119.69",0.19,0.16,0.08,"1,500.00",8.24,750.00,"2,258.24",0.1,0.05,23.1,0
588,1115,3052,DURIGR,30,2,3.2,102.9,2019,28.9,Understory,6-11,Alive,58,Intermediate,3.5,"8,132.51",0.38,0.26,0.13,700.00,12.81,350.00,"1,062.81",0.2,0.1,29.7,0
560,1054,3006,RYPAKU,28,2,56.5,113.7,2019,20.4,Understory,6-11,Alive,54,Intermediate,11.0,"8,128.10",0.38,0.18,0.09,"2,200.00",9.04,"1,100.00","3,309.04",0.4,0.2,24.4,0
524,985,2966,SHORM2,27,2,68.3,104.2,2019,27.1,Understory,6-11,Alive,54,Intermediate,14.0,"26,242.26",1.23,0.24,0.12,"2,800.00",12.01,"1,400.00","4,212.01",1.2,0.6,28.7,0
798,1538,3316,BEILDI,40,2,1.1,150.6,2019,49.2,Canopy,18-23,Alive,61,Mature,5.0,"72,704.55",3.42,0.44,0.22,"1,000.00",21.8,500.00,"1,521.80",0.6,0.3,37.7,6
346,675,2751,PAROVA,18,1,58.5,68.4,2019,14.4,Understory,6-11,Alive,48,Intermediate,3.5,858.93,0.04,0.13,0.06,700.00,6.38,350.00,"1,056.38",-0.1,-0.05,19.6,6
173,363,2547,QUERAR,10,1,10.3,39.6,2019,69.6,Emergent,>24,Alive,58,Intermediate,4.5,"228,415.99",10.74,0.62,0.31,900.00,30.84,450.00,"1,380.84",62.7,31.35,42.4,0
451,869,2994,XANTRU,23,1,47.3,99.9,2019,23.9,Understory,6-11,Alive,53,Intermediate,4.0,"4,948.97",0.23,0.21,0.11,800.00,10.59,400.00,"1,210.59",0.8,0.4,26.8,6
390,772,2814A,PIMEGR,21,1,11.3,95.9,2019,25.3,Understory,6-11,Alive,48,Intermediate,10.5,"15,670.24",0.74,0.22,0.11,"2,100.00",11.21,"1,050.00","3,161.21",0.4,0.2,27.7,0
777,1498,3290A,SHORL1,39,2,28.0,149.0,2019,22.0,Understory,6-11,Alive,7,Young,9.0,"8,493.80",0.4,0.19,0.1,"1,800.00",9.75,900.00,"2,709.75",2.2,1.1,25.6,0
335,659,2741A,SHORL2,18,1,41.5,78.2,2019,61.8,Emergent,>24,Alive,48,Intermediate,3.5,"115,195.32",5.41,0.55,0.27,700.00,27.38,350.00,"1,077.38",3.1,1.55,40.8,13
42,85,2367C,CYNOMA,3,1,42.5,4.2,2019,13.6,Understory,1-5,Alive,7,Young,5.0,"1,028.25",0.05,0.12,0.06,"1,000.00",6.03,500.00,"1,506.03",-0.6,-0.3,18.8,0
804,1554,3328A,ARCHBU,40,2,13.2,148.4,2019,16.6,Understory,6-11,Alive,7,Young,11.5,"4,402.62",0.21,0.15,0.07,"2,300.00",7.36,"1,150.00","3,457.36",-0.2,-0.1,21.5,0
558,1050,3003C,DIPLMA,28,2,51.5,111.0,2019,16.3,Understory,6-11,Alive,7,Young,5.5,"1,988.05",0.09,0.14,0.07,"1,100.00",7.22,550.00,"1,657.22",0.2,0.1,21.2,0
127,248,2474,BOUEOP,7,1,62.9,22.2,2019,18.1,Understory,6-11,Alive,56,Intermediate,1.0,503.57,0.02,0.16,0.08,200.00,8.02,100.00,308.02,-8.1,-4.05,22.7,0
722,1371,3206A,MONOMA,36,2,83.0,149.0,2019,18.9,Understory,6-11,Alive,7,Young,15.0,"8,671.77",0.41,0.17,0.08,"3,000.00",8.37,"1,500.00","4,508.37",-0.1,-0.05,23.3,11
378,750,2802,NAUCOF,20,1,16.1,61.2,2019,32.0,Canopy,12-17,Alive,60,Mature,2.5,"8,188.76",0.38,0.28,0.14,500.00,14.18,250.00,764.18,0.2,0.1,31.2,0
382,755,2804A,ACROPO,21,1,1.6,81.3,2019,14.0,Understory,6-11,Alive,4,Young,2.5,562.26,0.03,0.12,0.06,500.00,6.2,250.00,756.20,0.2,0.1,19.2,0
194,397,2572,DRYPLO,11,1,0.4,45.0,2019,14.0,Understory,6-11,Alive,54,Intermediate,8.5,"1,911.67",0.09,0.12,0.06,"1,700.00",6.2,850.00,"2,556.20",0.3,0.15,19.2,0
358,708,2774C,SHORAC,19,1,36.2,72.0,2019,27.9,Understory,6-11,Alive,35,Intermediate,8.5,"17,555.54",0.83,0.25,0.12,"1,700.00",12.36,850.00,"2,562.36",1.0,0.5,29.1,0
643,1228,3113A,ARCHBU,32,2,33.4,123.6,2019,25.7,Understory,6-11,Alive,7,Young,11.5,"18,076.40",0.85,0.23,0.11,"2,300.00",11.39,"1,150.00","3,461.39",2.4,1.2,27.9,0
268,549,2666B,PIMELO,15,1,90.8,49.2,2019,13.4,Understory,1-5,Alive,7,Young,0.5,98.24,0.0,0.12,0.06,100.00,5.94,50.00,155.94,-0.3,-0.15,18.6,0
820,1587,3347A,LITHSU,41,2,14.7,171.0,2019,11.4,Understory,1-5,Alive,4,Young,1.0,120.05,0.01,0.1,0.05,200.00,5.05,100.00,305.05,1.2,0.6,16.6,0
638,1214,3105A,NEOBHE,32,2,28.6,139.6,2019,13.5,Understory,1-5,Alive,7,Young,5.0,"1,005.14",0.05,0.12,0.06,"1,000.00",5.98,500.00,"1,505.98",0.5,0.25,18.7,0
160,328,2523,CYNOMA,9,1,25.5,27.9,2019,23.8,Understory,6-11,Alive,52,Intermediate,5.0,"6,101.65",0.29,0.21,0.11,"1,000.00",10.55,500.00,"1,510.55",0.2,0.1,26.7,0
35,66,2355,CHISTO,2,1,34.0,19.5,2019,13.9,Understory,1-5,Alive,52,Intermediate,1.5,329.96,0.02,0.12,0.06,300.00,6.16,150.00,456.16,0.4,0.2,19.1,0
1024,1922,3555B,CROTLA,50,2,5.8,192.4,2019,21.0,Understory,6-11,Alive,35,Intermediate,11.0,"8,926.45",0.42,0.19,0.09,"2,200.00",9.31,"1,100.00","3,309.31",0.5,0.25,24.9,5
133,272,2496,EUGEKO,7,1,74.6,26.7,2019,31.1,Canopy,12-17,Alive,54,Intermediate,0.5,"1,487.08",0.07,0.28,0.14,100.00,13.78,50.00,163.78,0.6,0.3,30.8,0
829,1606,3362,MYRIM1,42,2,21.0,176.1,2019,15.9,Understory,6-11,Alive,35,Intermediate,1.5,501.48,0.02,0.14,0.07,300.00,7.05,150.00,457.05,0.4,0.2,20.9,0
230,464,2618,CANALR,12,1,30.9,43.5,2019,22.8,Understory,6-11,Alive,56,Intermediate,4.0,"4,241.26",0.2,0.2,0.1,800.00,10.1,400.00,"1,210.10",0.5,0.25,26.1,0
229,463,2617,ALANRI,12,1,31.6,49.8,2019,24.2,Understory,6-11,Alive,55,Intermediate,8.0,"10,312.07",0.48,0.21,0.11,"1,600.00",10.72,800.00,"2,410.72",0.5,0.25,27.0,9
865,1668,3405,XANTGR,43,2,54.4,174.2,2019,29.1,Understory,6-11,Alive,52,Intermediate,4.0,"9,511.72",0.45,0.26,0.13,800.00,12.89,400.00,"1,212.89",1.1,0.55,29.8,5
248,516,2648C,GYNOAX,14,1,66.5,47.5,2019,32.1,Canopy,12-17,Alive,35,Intermediate,1.0,"3,310.32",0.16,0.28,0.14,200.00,14.22,100.00,314.22,1.0,0.5,31.3,10
584,1109,3047,NEPHER,29,2,39.0,109.4,2019,27.7,Understory,6-11,Alive,55,Intermediate,2.5,"5,040.88",0.24,0.25,0.12,500.00,12.27,250.00,762.27,-0.3,-0.15,29.0,0
817,1583,3346,DIPTKU,41,2,10.8,165.7,2019,101.2,Emergent,>24,Alive,79,Mature,1.0,"205,303.97",9.65,0.9,0.45,200.00,44.84,100.00,344.84,0.9,0.45,46.9,6
993,1871,3534,MANGFO,48,2,57.5,191.5,2019,82.4,Emergent,>24,Alive,68,Mature,0.5,"47,368.16",2.23,0.73,0.37,100.00,36.51,50.00,186.51,0.5,0.25,44.5,0
218,443,2604A,TRIOMA,12,1,25.8,55.2,2019,19.3,Understory,6-11,Alive,7,Young,1.0,618.23,0.03,0.17,0.09,200.00,8.55,100.00,308.55,1.5,0.75,23.6,27
199,405,2575,EUGEFI,11,1,3.3,55.3,2019,21.2,Understory,6-11,Alive,53,Intermediate,2.5,"2,091.99",0.1,0.19,0.09,500.00,9.39,250.00,759.39,0.4,0.2,25.0,0
63,114,2383,DIPTC1,4,1,63.4,0.4,2019,70.5,Emergent,>24,Alive,66,Mature,13.5,"718,317.99",33.76,0.62,0.31,"2,700.00",31.24,"1,350.00","4,081.24",1.3,0.65,42.6,6
814,1577,3343A,MONOMA,41,2,9.0,175.4,2019,16.2,Understory,6-11,Alive,7,Young,15.0,"5,318.01",0.25,0.14,0.07,"3,000.00",7.18,"1,500.00","4,507.18",0.5,0.25,21.2,11
810,1571,3341A,CRY1RU,41,2,5.2,171.0,2019,16.0,Understory,6-11,Alive,7,Young,0.5,170.48,0.01,0.14,0.07,100.00,7.09,50.00,157.09,2.1,1.05,21.0,0
214,433,2596,SHORM2,12,1,27.4,42.4,2019,18.8,Understory,6-11,Alive,54,Intermediate,14.0,"7,957.47",0.37,0.17,0.08,"2,800.00",8.33,"1,400.00","4,208.33",0.3,0.15,23.3,0
1008,1897,3546B,VATIBE,49,2,32.5,196.7,2019,15.3,Understory,6-11,Alive,16,Young,5.5,"1,630.11",0.08,0.14,0.07,"1,100.00",6.78,550.00,"1,656.78",0.0,0.0,20.4,4
628,1193,3094,PTYCCO,32,2,21.4,129.9,2019,31.6,Canopy,12-17,Alive,53,Intermediate,7.0,"21,972.52",1.03,0.28,0.14,"1,400.00",14.0,700.00,"2,114.00",3.0,1.5,31.0,0
332,651,2737A,SHORM2,18,1,46.2,66.2,2019,15.0,Understory,6-11,Alive,7,Young,14.0,"3,900.73",0.18,0.13,0.07,"2,800.00",6.65,"1,400.00","4,206.65",0.9,0.45,20.1,0
641,1222,3110,GANUSN,32,2,32.6,127.6,2019,37.4,Canopy,12-17,Alive,59,Intermediate,4.0,"22,318.80",1.05,0.33,0.17,800.00,16.57,400.00,"1,216.57",0.1,0.05,33.6,0
662,1259,3130C,MILLAT,33,2,50.0,137.4,2019,17.8,Understory,6-11,Alive,7,Young,5.5,"2,626.24",0.12,0.16,0.08,"1,100.00",7.89,550.00,"1,657.89",1.4,0.7,22.5,0
1015,1909,3551A,SHORP1,49,2,39.0,187.2,2019,48.8,Canopy,18-23,Alive,40,Intermediate,12.0,"169,519.96",7.97,0.43,0.22,"2,400.00",21.62,"1,200.00","3,621.62",1.3,0.65,37.5,0
676,1284,3150,ELAEFL,34,2,65.4,138.3,2019,34.7,Canopy,12-17,Alive,48,Intermediate,0.5,"2,157.48",0.1,0.31,0.15,100.00,15.38,50.00,165.38,0.3,0.15,32.5,0
978,1849,3522,SCA2MA,48,2,41.7,181.2,2019,49.2,Canopy,18-23,Alive,62,Mature,4.0,"58,163.64",2.73,0.44,0.22,800.00,21.8,400.00,"1,221.80",1.1,0.55,37.7,0
872,1676,3411,BACCRE,43,2,59.1,171.0,2019,18.9,Understory,6-11,Alive,52,Intermediate,5.0,"2,890.59",0.14,0.17,0.08,"1,000.00",8.37,500.00,"1,508.37",0.0,0.0,23.3,0
314,621,2715,MILLAT,17,1,67.5,71.9,2019,13.8,Understory,1-5,Alive,52,Intermediate,5.5,"1,183.18",0.06,0.12,0.06,"1,100.00",6.11,550.00,"1,656.11",0.2,0.1,19.0,0
657,1248,3125,CANAAP,33,2,47.7,128.5,2019,54.9,Canopy,18-23,Alive,68,Mature,0.5,"10,742.81",0.5,0.49,0.24,100.00,24.33,50.00,174.33,0.7,0.35,39.2,0
825,1598,3356,HOPEME,42,2,28.4,163.8,2019,32.4,Canopy,12-17,Alive,53,Intermediate,13.0,"44,413.19",2.09,0.29,0.14,"2,600.00",14.36,"1,300.00","3,914.36",1.5,0.75,31.4,0
383,756,2805,IXONIC,21,1,8.1,80.6,2019,39.7,Canopy,12-17,Alive,60,Mature,10.5,"72,000.79",3.38,0.35,0.18,"2,100.00",17.59,"1,050.00","3,167.59",-0.1,-0.05,34.5,0
800,1540,3317A,CALODI,40,2,8.3,152.0,2019,11.5,Understory,1-5,Alive,7,Young,10.0,"1,232.62",0.06,0.1,0.05,"2,000.00",5.1,"1,000.00","3,005.10",0.0,0.0,16.7,5
515,970,2957A,MONOMA,26,2,94.4,111.8,2019,33.4,Canopy,12-17,Alive,40,Intermediate,15.0,"56,822.12",2.67,0.3,0.15,"3,000.00",14.8,"1,500.00","4,514.80",1.0,0.5,31.9,11
41,82,2367,CLE1SU,3,1,45.0,2.7,2019,23.2,Understory,6-11,Alive,57,Intermediate,4.5,"5,050.62",0.24,0.21,0.1,900.00,10.28,450.00,"1,360.28",-0.1,-0.05,26.4,0
414,811,2845,EUGES2,22,1,33.5,98.0,2019,29.9,Understory,12-17,Alive,56,Intermediate,1.0,"2,604.72",0.12,0.26,0.13,200.00,13.25,100.00,313.25,0.4,0.2,30.2,0
778,1499,3291,DIALWA,39,2,30.3,149.5,2019,20.7,Understory,6-11,Alive,48,Intermediate,1.5,"1,161.89",0.05,0.18,0.09,300.00,9.17,150.00,459.17,1.0,0.5,24.7,0
339,663,2743A,GIROPA,18,1,48.4,71.7,2019,11.2,Understory,1-5,Alive,40,Intermediate,2.5,284.53,0.01,0.1,0.05,500.00,4.96,250.00,754.96,-0.2,-0.1,16.4,6
436,844,2871B,AGLASP,23,1,54.6,97.8,2019,10.8,Understory,1-5,Alive,4,Young,1.0,102.03,0.0,0.1,0.05,200.00,4.79,100.00,304.79,-1.0,-0.5,16.0,40
367,718,2778A,MACACO,20,1,1.2,64.0,2019,16.7,Understory,6-11,Alive,7,Young,1.5,585.24,0.03,0.15,0.07,300.00,7.4,150.00,457.40,1.8,0.9,21.6,0
794,1531,3312,KNEMHO,40,2,7.1,145.2,2019,30.8,Canopy,12-17,Alive,55,Intermediate,1.0,"2,878.41",0.14,0.27,0.14,200.00,13.65,100.00,313.65,-0.3,-0.15,30.6,7
531,1000,2974,SHORM2,27,2,61.2,109.2,2019,32.8,Canopy,12-17,Alive,59,Intermediate,14.0,"49,863.91",2.34,0.29,0.15,"2,800.00",14.53,"1,400.00","4,214.53",0.8,0.4,31.6,0
841,1628,3378,MILLAT,42,2,39.1,164.3,2019,27.2,Understory,6-11,Alive,55,Intermediate,5.5,"10,436.66",0.49,0.24,0.12,"1,100.00",12.05,550.00,"1,662.05",1.2,0.6,28.8,0
406,797,2832,GIRONE,22,1,24.1,86.6,2019,31.8,Canopy,12-17,Alive,55,Intermediate,6.0,"19,240.09",0.9,0.28,0.14,"1,200.00",14.09,600.00,"1,814.09",-0.3,-0.15,31.1,0
3,10,2325,SHORL1,1,1,3.9,10.8,2019,26.0,Understory,6-11,Alive,16,Young,9.0,"14,701.05",0.69,0.23,0.12,"1,800.00",11.52,900.00,"2,711.52",1.1,0.55,28.1,0
819,1586,3347,MONOMA,41,2,17.3,167.7,2019,26.5,Understory,6-11,Alive,53,Intermediate,15.0,"26,099.86",1.23,0.23,0.12,"3,000.00",11.74,"1,500.00","4,511.74",0.1,0.05,28.4,11
206,423,2589A,ARCHCL,11,1,15.5,51.0,2019,12.7,Understory,1-5,Alive,7,Young,0.5,83.33,0.0,0.11,0.06,100.00,5.63,50.00,155.63,-0.1,-0.05,17.9,0
851,1644,3386,OCHAAM,43,2,49.7,162.9,2019,27.2,Understory,6-11,Alive,57,Intermediate,10.0,"18,975.74",0.89,0.24,0.12,"2,000.00",12.05,"1,000.00","3,012.05",0.0,0.0,28.8,0
363,714,2777A,NEOBHE,19,1,37.0,62.4,2019,24.6,Understory,6-11,Alive,48,Intermediate,5.0,"6,802.32",0.32,0.22,0.11,"1,000.00",10.9,500.00,"1,510.90",0.6,0.3,27.2,0
696,1318,3170,SCA1SP,35,2,81.0,120.4,2019,17.0,Understory,6-11,Alive,53,Intermediate,6.0,"2,476.37",0.12,0.15,0.08,"1,200.00",7.53,600.00,"1,807.53",-0.1,-0.05,21.8,0
887,1701,3425A,SHORL1,44,2,75.1,178.7,2019,17.3,Understory,6-11,Alive,7,Young,9.0,"3,926.01",0.18,0.15,0.08,"1,800.00",7.67,900.00,"2,707.67",1.4,0.7,22.1,0
388,766,2809,IRVIMA,21,1,14.2,86.9,2019,62.1,Emergent,>24,Alive,72,Mature,1.0,"33,495.72",1.57,0.55,0.28,200.00,27.52,100.00,327.52,0.6,0.3,40.9,0
52,101,2376A,EUGEIN,3,1,52.3,11.4,2019,25.8,Understory,6-11,Alive,48,Intermediate,0.5,796.10,0.04,0.23,0.11,100.00,11.43,50.00,161.43,0.1,0.05,28.0,0
767,1477,3277,ANI1LA,38,2,59.6,151.7,2019,50.1,Canopy,18-23,Alive,61,Mature,5.5,"85,283.36",4.01,0.44,0.22,"1,100.00",22.2,550.00,"1,672.20",2.0,1.0,37.9,0
793,1528,3309,CALODI,39,2,37.6,142.5,2019,22.2,Understory,6-11,Alive,52,Intermediate,10.0,"9,719.75",0.46,0.2,0.1,"2,000.00",9.84,"1,000.00","3,009.84",0.0,0.0,25.7,5
159,325,2522,SHORL1,9,1,26.0,24.7,2019,49.7,Canopy,18-23,Alive,54,Intermediate,9.0,"135,642.50",6.38,0.44,0.22,"1,800.00",22.02,900.00,"2,722.02",2.2,1.1,37.8,0
458,886,2901,SHORM1,24,1,70.5,89.0,2019,28.5,Understory,6-11,Alive,53,Intermediate,21.0,"46,569.76",2.19,0.25,0.13,"4,200.00",12.63,"2,100.00","6,312.63",0.2,0.1,29.5,10
23,48,2342,SHORM1,2,1,32.3,2.8,2019,62.6,Emergent,>24,Alive,65,Mature,21.0,"724,168.22",34.04,0.55,0.28,"4,200.00",27.74,"2,100.00","6,327.74",0.9,0.45,41.0,10
427,831,2864,MESUFE,23,1,45.5,92.2,2019,23.5,Understory,6-11,Alive,57,Intermediate,7.5,"8,779.49",0.41,0.21,0.1,"1,500.00",10.41,750.00,"2,260.41",-0.2,-0.1,26.5,0
343,671,2749,ARTOLO,18,1,55.1,76.2,2019,20.1,Understory,6-11,Alive,4,Young,2.0,"1,408.90",0.07,0.18,0.09,400.00,8.91,200.00,608.91,0.1,0.05,24.2,0
448,865,2884,NEOSKI,23,1,59.3,82.7,2019,36.8,Canopy,12-17,Alive,58,Intermediate,6.5,"34,304.87",1.61,0.33,0.16,"1,300.00",16.31,650.00,"1,966.31",0.4,0.2,33.4,0
166,340,2532,ELAENI,9,1,36.8,33.4,2019,40.6,Canopy,12-17,Alive,56,Intermediate,1.5,"11,117.67",0.52,0.36,0.18,300.00,17.99,150.00,467.99,0.3,0.15,34.8,0
1034,1939,3564,MESURA,50,2,19.2,191.3,2019,27.6,Understory,6-11,Alive,52,Intermediate,8.0,"15,937.39",0.75,0.24,0.12,"1,600.00",12.23,800.00,"2,412.23",0.6,0.3,29.0,0
813,1574,3342,APORPE,41,2,2.3,175.4,2019,25.7,Understory,6-11,Alive,54,Intermediate,2.5,"3,929.65",0.18,0.23,0.11,500.00,11.39,250.00,761.39,0.3,0.15,27.9,0
997,1876,3536,LITHRA,48,2,58.1,184.4,2019,33.0,Canopy,12-17,Alive,65,Mature,1.5,"5,454.07",0.26,0.29,0.15,300.00,14.62,150.00,464.62,1.5,0.75,31.7,0
142,285,2501,DIOSAP,8,1,44.6,26.3,2019,28.1,Understory,6-11,Alive,56,Intermediate,3.5,"7,403.30",0.35,0.25,0.12,700.00,12.45,350.00,"1,062.45",2.0,1.0,29.3,8
566,1063,3010,KOOMMA,28,2,56.9,108.3,2019,119.2,Emergent,>24,Alive,83,Mature,4.5,"1,729,241.67",81.27,1.06,0.53,900.00,52.82,450.00,"1,402.82",2.7,1.35,48.6,7
576,1088,3030,XANTRU,29,2,25.3,113.5,2019,32.0,Canopy,12-17,Alive,59,Intermediate,4.0,"13,102.01",0.62,0.28,0.14,800.00,14.18,400.00,"1,214.18",0.9,0.45,31.2,6
176,366,2549,DACRR1,10,1,12.7,33.1,2019,18.4,Understory,6-11,Alive,53,Intermediate,22.0,"11,674.51",0.55,0.16,0.08,"4,400.00",8.15,"2,200.00","6,608.15",0.3,0.15,23.0,0
216,438,2601,ANI1LA,12,1,23.4,46.2,2019,21.7,Understory,6-11,Alive,54,Intermediate,5.5,"4,964.02",0.23,0.19,0.1,"1,100.00",9.62,550.00,"1,659.62",0.2,0.1,25.4,0
104,197,2441A,XANTRU,6,1,80.8,28.2,2019,14.5,Understory,6-11,Alive,7,Young,4.0,"1,002.94",0.05,0.13,0.06,800.00,6.42,400.00,"1,206.42",0.0,0.0,19.7,6
617,1165,3080,BEILDI,31,2,7.8,136.2,2019,51.0,Canopy,18-23,Alive,58,Intermediate,5.0,"82,591.31",3.88,0.45,0.23,"1,000.00",22.6,500.00,"1,522.60",1.4,0.7,38.2,6
32,60,2350,ARTOIS,2,1,21.1,8.6,2019,34.2,Canopy,12-17,Alive,61,Mature,3.5,"14,372.19",0.68,0.3,0.15,700.00,15.15,350.00,"1,065.15",-0.2,-0.1,32.2,6
292,587,2687,DIPTC1,16,1,80.1,71.9,2019,80.2,Emergent,>24,Alive,75,Mature,13.5,"1,156,406.73",54.35,0.71,0.36,"2,700.00",35.54,"1,350.00","4,085.54",0.6,0.3,44.2,6
884,1693,3420,SANTTO,44,2,64.1,169.9,2019,38.2,Canopy,12-17,Alive,58,Intermediate,4.5,"27,009.28",1.27,0.34,0.17,900.00,16.93,450.00,"1,366.93",-0.4,-0.2,33.9,0
957,1815,3504B,GREWFI,47,2,66.5,197.2,2019,11.9,Understory,1-5,Alive,7,Young,0.5,68.35,0.0,0.11,0.05,100.00,5.27,50.00,155.27,0.4,0.2,17.1,5
667,1264,3134,SHORP2,33,2,55.2,134.6,2019,96.7,Emergent,>24,Alive,79,Mature,11.5,"1,986,966.87",93.39,0.86,0.43,"2,300.00",42.85,"1,150.00","3,492.85",1.3,0.65,46.4,0
428,833,2866,KNEMMA,23,1,40.1,93.7,2019,35.6,Canopy,12-17,Alive,52,Intermediate,5.5,"25,905.39",1.22,0.32,0.16,"1,100.00",15.77,550.00,"1,665.77",-0.1,-0.05,32.9,6
420,823,2859,GORDSI,23,1,41.1,81.3,2019,18.0,Understory,6-11,Alive,48,Intermediate,0.5,247.39,0.01,0.16,0.08,100.00,7.98,50.00,157.98,0.1,0.05,22.6,0
28,55,2348,DACRR1,2,1,29.7,8.9,2019,14.2,Understory,6-11,Alive,52,Intermediate,22.0,"5,169.89",0.24,0.13,0.06,"4,400.00",6.29,"2,200.00","6,606.29",0.3,0.15,19.4,0
306,611,2705,CALODI,17,1,60.3,60.3,2019,26.4,Understory,6-11,Alive,55,Intermediate,10.0,"17,182.88",0.81,0.23,0.12,"2,000.00",11.7,"1,000.00","3,011.70",0.0,0.0,28.3,5
806,1562,3335,PTYCCO,41,2,3.0,162.3,2019,14.7,Understory,6-11,Alive,52,Intermediate,7.0,"1,831.47",0.09,0.13,0.07,"1,400.00",6.51,700.00,"2,106.51",-0.1,-0.05,19.8,0
412,809,2843,EUGEP3,22,1,31.0,95.2,2019,103.5,Emergent,>24,Alive,80,Mature,3.0,"670,880.55",31.53,0.92,0.46,600.00,45.86,300.00,945.86,1.2,0.6,47.1,8
165,339,2531,MANGQU,9,1,35.8,38.7,2019,34.5,Canopy,12-17,Alive,55,Intermediate,7.0,"29,614.20",1.39,0.31,0.15,"1,400.00",15.29,700.00,"2,115.29",0.5,0.25,32.4,0
671,1273,3141,KNEMSC,33,2,56.0,125.5,2019,21.3,Understory,6-11,Alive,53,Intermediate,7.5,"6,372.45",0.3,0.19,0.09,"1,500.00",9.44,750.00,"2,259.44",0.2,0.1,25.1,0
1000,1884,3540,PTEREC,49,2,25.3,181.1,2019,25.8,Understory,6-11,Alive,52,Intermediate,4.0,"6,368.79",0.3,0.23,0.11,800.00,11.43,400.00,"1,211.43",-0.2,-0.1,28.0,0
376,746,2800A,SANTLA,20,1,11.2,64.2,2019,49.3,Canopy,18-23,Alive,48,Intermediate,9.0,"131,813",6.2,0.44,0.22,"1,800.00",21.84,900.00,"2,721.84",2.4,1.2,37.7,4
1026,1925,3556A,GREWBL,50,2,1.7,191.1,2019,12.2,Understory,1-5,Alive,7,Young,2.5,368.63,0.02,0.11,0.05,500.00,5.41,250.00,755.41,0.5,0.25,17.4,13
1035,1941,3566,OCHAAM,50,2,16.6,198.1,2019,32.7,Canopy,12-17,Alive,58,Intermediate,10.0,"35,249.62",1.66,0.29,0.14,"2,000.00",14.49,"1,000.00","3,014.49",0.2,0.1,31.6,0
601,1143,3071,ALANRI,31,2,4.2,125.7,2019,21.9,Understory,6-11,Alive,55,Intermediate,8.0,"7,438.97",0.35,0.19,0.1,"1,600.00",9.7,800.00,"2,409.70",0.0,0.0,25.5,9
838,1621,3371,EUGEP3,42,2,37.9,172.6,2019,39.6,Canopy,12-17,Alive,60,Mature,3.0,"20,392.68",0.96,0.35,0.18,600.00,17.55,300.00,917.55,0.4,0.2,34.5,8
649,1237,3118A,HOPEME,33,2,41.2,120.4,2019,32.4,Canopy,12-17,Alive,48,Intermediate,13.0,"44,413.19",2.09,0.29,0.14,"2,600.00",14.36,"1,300.00","3,914.36",0.9,0.45,31.4,0
352,698,2768A,POL1JE,19,1,33.1,74.0,2019,13.2,Understory,1-5,Alive,7,Young,3.0,562.81,0.03,0.12,0.06,600.00,5.85,300.00,905.85,-2.0,-1.0,18.4,0
217,440,2603,ANI1LA,12,1,25.3,51.9,2019,33.2,Canopy,12-17,Alive,56,Intermediate,5.5,"20,413.35",0.96,0.29,0.15,"1,100.00",14.71,550.00,"1,664.71",1.0,0.5,31.8,0
600,1140,3069,EUGESU,30,2,15.6,112.5,2019,18.2,Understory,6-11,Alive,55,Intermediate,2.5,"1,281.22",0.06,0.16,0.08,500.00,8.06,250.00,758.06,0.4,0.2,22.8,7
627,1187,3090B,SHORM1,32,2,25.2,121.0,2019,21.2,Understory,6-11,Alive,7,Young,21.0,"17,572.73",0.83,0.19,0.09,"4,200.00",9.39,"2,100.00","6,309.39",1.5,0.75,25.0,10
797,1536,3315,EUGEC1,40,2,0.4,148.0,2019,20.8,Understory,6-11,Alive,54,Intermediate,8.0,"6,294.04",0.3,0.18,0.09,"1,600.00",9.22,800.00,"2,409.22",0.2,0.1,24.7,0
408,799,2834,SHORBR,22,1,22.5,90.4,2019,33.5,Canopy,12-17,Alive,53,Intermediate,1.5,"5,740.33",0.27,0.3,0.15,300.00,14.84,150.00,464.84,0.8,0.4,31.9,4
211,429,2593A,PIMEGR,11,1,14.4,41.3,2019,24.4,Understory,6-11,Alive,48,Intermediate,10.5,"13,906.05",0.65,0.22,0.11,"2,100.00",10.81,"1,050.00","3,160.81",0.3,0.15,27.1,0
787,1512,3296D,PIMEGR,39,2,20.8,154.6,2019,16.5,Understory,6-11,Alive,7,Young,10.5,"3,943.95",0.19,0.15,0.07,"2,100.00",7.31,"1,050.00","3,157.31",0.3,0.15,21.4,0
374,739,2795A,SINDWA,20,1,13.1,72.9,2019,34.5,Canopy,12-17,Alive,48,Intermediate,1.5,"6,345.90",0.3,0.31,0.15,300.00,15.29,150.00,465.29,1.7,0.85,32.4,8
