,Unnamed: 0,TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan
196,401,2572D,IXONIC,11,1,3.7,40.4,2019,23.7,Understory,6-11,Alive,35,Intermediate,10.5,"12,637.64",0.59,0.21,0.11,"2,100.00",10.5,"1,050.00","3,160.50",1.2,0.6,26.7,0
389,769,2812,DACRR1,21,1,3.4,93.0,2019,19.0,Understory,6-11,Alive,55,Intermediate,22.0,"12,935.24",0.61,0.17,0.08,"4,400.00",8.42,"2,200.00","6,608.42",0.1,0.05,23.4,0
177,368,2552,MESUGR,10,1,19.5,33.6,2019,38.9,Canopy,12-17,Alive,58,Intermediate,1.5,"9,585.97",0.45,0.34,0.17,300.00,17.24,150.00,467.24,0.2,0.1,34.2,0
131,262,2487,ARTOIS,7,1,68.3,38.9,2019,30.3,Canopy,12-17,Alive,58,Intermediate,3.5,"9,533.58",0.45,0.27,0.13,700.00,13.43,350.00,"1,063.43",0.1,0.05,30.4,6
266,547,2666,INTSPA,15,1,88.1,51.2,2019,40.3,Canopy,12-17,Alive,63,Mature,3.0,"21,670.10",1.02,0.36,0.18,600.00,17.86,300.00,917.86,-0.5,-0.25,34.7,0
586,1112,3049,DACRRO,29,2,33.2,116.8,2019,21.1,Understory,6-11,Alive,52,Intermediate,4.5,"3,708.34",0.17,0.19,0.09,900.00,9.35,450.00,"1,359.35",0.1,0.05,24.9,7
318,627,2719A,CANTDI,17,1,63.8,78.1,2019,20.7,Understory,6-11,Alive,48,Intermediate,7.0,"5,422.14",0.25,0.18,0.09,"1,400.00",9.17,700.00,"2,109.17",0.0,0.0,24.7,0
0,6,2323,DACRR1,1,1,9.7,10.9,2019,20.0,Understory,6-11,Alive,55,Intermediate,22.0,"15,250.96",0.72,0.18,0.09,"4,400.00",8.86,"2,200.00","6,608.86",-0.2,-0.1,24.2,0
56,105,2378,SAR1GR,3,1,55.6,16.1,2019,112.4,Emergent,>24,Alive,82,Mature,5.0,"1,532,672.32",72.04,1.0,0.5,"1,000.00",49.8,500.00,"1,549.80",0.5,0.25,48.0,9
857,1656,3396,PTEREC,43,2,45.8,172.7,2019,25.6,Understory,6-11,Alive,55,Intermediate,4.0,"6,206.86",0.29,0.23,0.11,800.00,11.34,400.00,"1,211.34",0.1,0.05,27.8,0
889,1707,3430A,MONOMA,44,2,70.9,173.0,2019,28.1,Understory,6-11,Alive,35,Intermediate,15.0,"31,728.41",1.49,0.25,0.12,"3,000.00",12.45,"1,500.00","4,512.45",2.0,1.0,29.3,11
348,682,2754B,MEL1AN,19,1,23.5,62.6,2019,10.6,Understory,1-5,Alive,7,Young,1.0,96.47,0.0,0.09,0.05,200.00,4.7,100.00,304.70,0.0,0.0,15.7,7
1029,1932,3561B,ANI1LA,50,2,17.8,182.6,2019,26.4,Understory,6-11,Alive,40,Intermediate,5.5,"9,450.58",0.44,0.23,0.12,"1,100.00",11.7,550.00,"1,661.70",0.0,0.0,28.3,0
592,1122,3057,MEMEO2,30,2,8.4,110.7,2019,30.1,Canopy,12-17,Alive,54,Intermediate,3.5,"9,323.33",0.44,0.27,0.13,700.00,13.34,350.00,"1,063.34",0.7,0.35,30.3,0
991,1869,3533A,EUGES2,48,2,54.8,199.6,2019,16.2,Understory,6-11,Alive,48,Intermediate,1.0,354.53,0.02,0.14,0.07,200.00,7.18,100.00,307.18,0.0,0.0,21.2,0
342,669,2748A,GARCEU,18,1,48.3,77.5,2019,45.1,Canopy,18-23,Alive,48,Intermediate,0.5,"5,349.39",0.25,0.4,0.2,100.00,19.98,50.00,169.98,1.1,0.55,36.4,0
635,1204,3098C,SHORP2,32,2,32.0,133.5,2019,28.1,Understory,6-11,Alive,7,Young,11.5,"24,325.11",1.14,0.25,0.12,"2,300.00",12.45,"1,150.00","3,462.45",3.3,1.65,29.3,0
666,1263,3133A,AIDICO,33,2,57.4,139.6,2019,20.4,Understory,6-11,Alive,4,Young,2.0,"1,477.84",0.07,0.18,0.09,400.00,9.04,200.00,609.04,0.6,0.3,24.4,0
96,177,2427A,DILLSU,5,1,90.0,19.0,2019,13.6,Understory,1-5,Alive,28,Intermediate,2.0,411.30,0.02,0.12,0.06,400.00,6.03,200.00,606.03,1.1,0.55,18.8,0
112,217,2453A,ARDICO,6,1,86.0,39.0,2019,15.2,Understory,6-11,Alive,7,Young,1.5,435.56,0.02,0.13,0.07,300.00,6.74,150.00,456.74,0.5,0.25,20.3,16
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
698,1327,3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11
710,1347,3188B,SHORM1,35,2,93.0,137.5,2019,16.9,Understory,6-11,Alive,7,Young,21.0,"8,507.18",0.4,0.15,0.07,"4,200.00",7.49,"2,100.00","6,307.49",0.4,0.2,21.7,10
924,1765,3470,SARADE,46,2,89.9,191.9,2019,33.6,Canopy,12-17,Alive,59,Intermediate,36.5,"141,106.19",6.63,0.3,0.15,"7,300.00",14.89,"3,650.00","10,964.89",1.1,0.55,32.0,15
698,1327,3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11
881,1686,3416C,ALANEB,44,2,70.4,163.0,2019,13.4,Understory,1-5,Alive,7,Young,4.5,884.16,0.04,0.12,0.06,900.00,5.94,450.00,"1,355.94",0.4,0.2,18.6,5
108,205,2445A,MACAHY,6,1,89.3,31.0,2019,16.8,Understory,6-11,Alive,7,Young,1.0,397.58,0.02,0.15,0.07,200.00,7.44,100.00,307.44,1.3,0.65,21.7,10
723,1377,3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15
274,557,2671,TEIJCO,15,1,89.9,59.5,2019,52.3,Canopy,18-23,Alive,63,Mature,1.5,"27,099.68",1.27,0.46,0.23,300.00,23.17,150.00,473.17,-7.7,-3.85,38.5,0
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
924,1765,3470,SARADE,46,2,89.9,191.9,2019,33.6,Canopy,12-17,Alive,59,Intermediate,36.5,"141,106.19",6.63,0.3,0.15,"7,300.00",14.89,"3,650.00","10,964.89",1.1,0.55,32.0,15
274,557,2671,TEIJCO,15,1,89.9,59.5,2019,52.3,Canopy,18-23,Alive,63,Mature,1.5,"27,099.68",1.27,0.46,0.23,300.00,23.17,150.00,473.17,-7.7,-3.85,38.5,0
723,1377,3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15
924,1765,3470,SARADE,46,2,89.9,191.9,2019,33.6,Canopy,12-17,Alive,59,Intermediate,36.5,"141,106.19",6.63,0.3,0.15,"7,300.00",14.89,"3,650.00","10,964.89",1.1,0.55,32.0,15
287,581,2683,XANTEU,16,1,90.4,70.2,2019,14.4,Understory,6-11,Alive,52,Intermediate,16.0,"3,926.52",0.18,0.13,0.06,"3,200.00",6.38,"1,600.00","4,806.38",-0.1,-0.05,19.6,15
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
510,960,2950,KOILLO,26,2,89.7,118.1,2019,21.6,Understory,6-11,Alive,53,Intermediate,3.0,"2,667.33",0.13,0.19,0.1,600.00,9.57,300.00,909.57,-0.3,-0.15,25.3,0
274,557,2671,TEIJCO,15,1,89.9,59.5,2019,52.3,Canopy,18-23,Alive,63,Mature,1.5,"27,099.68",1.27,0.46,0.23,300.00,23.17,150.00,473.17,-7.7,-3.85,38.5,0
274,557,2671,TEIJCO,15,1,89.9,59.5,2019,52.3,Canopy,18-23,Alive,63,Mature,1.5,"27,099.68",1.27,0.46,0.23,300.00,23.17,150.00,473.17,-7.7,-3.85,38.5,0
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
295,591,2691,KNEMST,16,1,87.8,78.9,2019,33.1,Canopy,12-17,Alive,56,Intermediate,1.0,"3,673.64",0.17,0.29,0.15,200.00,14.67,100.00,314.67,0.6,0.3,31.7,10
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
944,1792,3491,SARADE,46,2,99.6,181.2,2019,25.4,Understory,6-11,Alive,56,Intermediate,36.5,"55,187.51",2.59,0.23,0.11,"7,300.00",11.25,"3,650.00","10,961.25",0.3,0.15,27.7,15
93,174,2426,DACRR2,5,1,98.1,16.3,2019,14.9,Understory,6-11,Alive,52,Intermediate,2.0,545.75,0.03,0.13,0.07,400.00,6.6,200.00,606.60,0.0,0.0,20.0,15
274,557,2671,TEIJCO,15,1,89.9,59.5,2019,52.3,Canopy,18-23,Alive,63,Mature,1.5,"27,099.68",1.27,0.46,0.23,300.00,23.17,150.00,473.17,-7.7,-3.85,38.5,0
939,1786,3486,SARADE,46,2,90.3,185.7,2019,22.4,Understory,6-11,Alive,53,Intermediate,36.5,"36,529.27",1.72,0.2,0.1,"7,300.00",9.93,"3,650.00","10,959.93",0.6,0.3,25.8,15
472,902,2912A,DACRR1,25,1,89.8,81.6,2019,12.7,Understory,1-5,Alive,7,Young,22.0,"3,666.71",0.17,0.11,0.06,"4,400.00",5.63,"2,200.00","6,605.63",0.7,0.35,17.9,0
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
985,1861,3529A,SHORP1,48,2,43.7,194.9,2019,35.0,Canopy,12-17,Alive,40,Intermediate,12.0,"53,326.02",2.51,0.31,0.16,"2,400.00",15.51,"1,200.00","3,615.51",1.6,0.8,32.6,0
77,136,2395C,ARCHDU,4,1,67.8,16.1,2019,14.0,Understory,6-11,Alive,7,Young,0.5,112.45,0.01,0.12,0.06,100.00,6.2,50.00,156.20,0.6,0.3,19.2,0
274,557,2671,TEIJCO,15,1,89.9,59.5,2019,52.3,Canopy,18-23,Alive,63,Mature,1.5,"27,099.68",1.27,0.46,0.23,300.00,23.17,150.00,473.17,-7.7,-3.85,38.5,0
510,960,2950,KOILLO,26,2,89.7,118.1,2019,21.6,Understory,6-11,Alive,53,Intermediate,3.0,"2,667.33",0.13,0.19,0.1,600.00,9.57,300.00,909.57,-0.3,-0.15,25.3,0
69,123,2389B,GREWMI,4,1,71.6,6.5,2019,16.8,Understory,6-11,Alive,7,Young,6.0,"2,385.48",0.11,0.15,0.07,"1,200.00",7.44,600.00,"1,807.44",0.0,0.0,21.7,0
728,1390,3224,SARADE,36,2,98.0,148.0,2019,31.3,Canopy,12-17,Alive,53,Intermediate,36.5,"110,933.99",5.21,0.28,0.14,"7,300.00",13.87,"3,650.00","10,963.87",0.8,0.4,30.9,15
994,1872,3534A,PIMEGR,48,2,55.8,190.2,2019,21.6,Understory,6-11,Alive,35,Intermediate,10.5,"9,335.64",0.44,0.19,0.1,"2,100.00",9.57,"1,050.00","3,159.57",-0.1,-0.05,25.3,0
96,177,2427A,DILLSU,5,1,90.0,19.0,2019,13.6,Understory,1-5,Alive,28,Intermediate,2.0,411.30,0.02,0.12,0.06,400.00,6.03,200.00,606.03,1.1,0.55,18.8,0
707,1340,3184C,CLE1SU,35,2,90.2,138.5,2019,12.1,Understory,1-5,Alive,7,Young,4.5,647.12,0.03,0.11,0.05,900.00,5.36,450.00,"1,355.36",0.1,0.05,17.3,0
96,177,2427A,DILLSU,5,1,90.0,19.0,2019,13.6,Understory,1-5,Alive,28,Intermediate,2.0,411.30,0.02,0.12,0.06,400.00,6.03,200.00,606.03,1.1,0.55,18.8,0
472,902,2912A,DACRR1,25,1,89.8,81.6,2019,12.7,Understory,1-5,Alive,7,Young,22.0,"3,666.71",0.17,0.11,0.06,"4,400.00",5.63,"2,200.00","6,605.63",0.7,0.35,17.9,0
96,177,2427A,DILLSU,5,1,90.0,19.0,2019,13.6,Understory,1-5,Alive,28,Intermediate,2.0,411.30,0.02,0.12,0.06,400.00,6.03,200.00,606.03,1.1,0.55,18.8,0
109,207,2446A,AIDICO,6,1,89.8,34.2,2019,11.9,Understory,1-5,Alive,4,Young,2.0,273.41,0.01,0.11,0.05,400.00,5.27,200.00,605.27,0.1,0.05,17.1,0
557,1049,3003B,SINDEC,28,2,48.6,115.2,2019,19.4,Understory,6-11,Alive,28,Intermediate,1.0,628.57,0.03,0.17,0.09,200.00,8.6,100.00,308.60,0.6,0.3,23.7,0
577,1093,3034A,SHORM1,29,2,39.6,108.5,2019,31.5,Canopy,12-17,Alive,28,Intermediate,21.0,"65,214.53",3.07,0.28,0.14,"4,200.00",13.96,"2,100.00","6,313.96",1.5,0.75,31.0,10
506,949,2943A,MEZZLE,26,2,89.2,108.8,2019,14.4,Understory,6-11,Alive,35,Intermediate,1.5,368.11,0.02,0.13,0.06,300.00,6.38,150.00,456.38,-0.1,-0.05,19.6,0
489,924,2929,DIPTC1,25,1,90.5,95.1,2019,22.2,Understory,6-11,Alive,55,Intermediate,13.5,"13,121.66",0.62,0.2,0.1,"2,700.00",9.84,"1,350.00","4,059.84",0.1,0.05,25.7,6
114,219,2454,DIPLMA,6,1,89.3,37.7,2019,16.4,Understory,6-11,Alive,53,Intermediate,5.5,"2,026.70",0.1,0.15,0.07,"1,100.00",7.27,550.00,"1,657.27",0.0,0.0,21.3,0
503,945,2941,DIPTC1,26,2,88.8,105.1,2019,37.5,Canopy,12-17,Alive,58,Intermediate,13.5,"76,021.93",3.57,0.33,0.17,"2,700.00",16.62,"1,350.00","4,066.62",-0.3,-0.15,33.6,6
723,1377,3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15
89,167,2423,OCHAAM,5,1,95.6,17.4,2019,19.7,Understory,6-11,Alive,54,Intermediate,10.0,"6,603.25",0.31,0.17,0.09,"2,000.00",8.73,"1,000.00","3,008.73",0.2,0.1,23.9,0
504,946,2941A,ARCHBU,26,2,89.0,106.0,2019,17.4,Understory,6-11,Alive,7,Young,11.5,"5,109.03",0.24,0.15,0.08,"2,300.00",7.71,"1,150.00","3,457.71",1.0,0.5,22.2,0
474,904,2914,EUGEC1,25,1,94.1,86.2,2019,24.4,Understory,6-11,Alive,48,Intermediate,8.0,"10,595.08",0.5,0.22,0.11,"1,600.00",10.81,800.00,"2,410.81",1.4,0.7,27.1,0
280,569,2677D,SHORP1,15,1,97.2,44.2,2019,15.5,Understory,6-11,Alive,7,Young,12.0,"3,703.98",0.17,0.14,0.07,"2,400.00",6.87,"1,200.00","3,606.87",2.2,1.1,20.6,0
723,1377,3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15
108,205,2445A,MACAHY,6,1,89.3,31.0,2019,16.8,Understory,6-11,Alive,7,Young,1.0,397.58,0.02,0.15,0.07,200.00,7.44,100.00,307.44,1.3,0.65,21.7,10
86,153,2410A,ALANEB,4,1,79.2,1.0,2019,12.6,Understory,1-5,Alive,7,Young,4.5,732.11,0.03,0.11,0.06,900.00,5.58,450.00,"1,355.58",-0.1,-0.05,17.8,5
723,1377,3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15
489,924,2929,DIPTC1,25,1,90.5,95.1,2019,22.2,Understory,6-11,Alive,55,Intermediate,13.5,"13,121.66",0.62,0.2,0.1,"2,700.00",9.84,"1,350.00","4,059.84",0.1,0.05,25.7,6
939,1786,3486,SARADE,46,2,90.3,185.7,2019,22.4,Understory,6-11,Alive,53,Intermediate,36.5,"36,529.27",1.72,0.2,0.1,"7,300.00",9.93,"3,650.00","10,959.93",0.6,0.3,25.8,15
698,1327,3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11
270,552,2667A,MONOMA,15,1,97.0,52.0,2019,19.1,Understory,6-11,Alive,7,Young,15.0,"8,969.00",0.42,0.17,0.08,"3,000.00",8.46,"1,500.00","4,508.46",1.3,0.65,23.5,11
680,1296,3158,VATIBE,34,2,79.6,134.3,2019,18.2,Understory,6-11,Alive,52,Intermediate,5.5,"2,818.69",0.13,0.16,0.08,"1,100.00",8.06,550.00,"1,658.06",0.0,0.0,22.8,4
723,1377,3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15
916,1745,3454,SARADE,45,2,95.6,178.4,2019,32.1,Canopy,12-17,Alive,59,Intermediate,36.5,"120,826.62",5.68,0.28,0.14,"7,300.00",14.22,"3,650.00","10,964.22",-2.6,-1.3,31.3,15
474,904,2914,EUGEC1,25,1,94.1,86.2,2019,24.4,Understory,6-11,Alive,48,Intermediate,8.0,"10,595.08",0.5,0.22,0.11,"1,600.00",10.81,800.00,"2,410.81",1.4,0.7,27.1,0
936,1782,3483,SARADE,46,2,91.9,180.0,2019,28.1,Understory,6-11,Alive,57,Intermediate,36.5,"77,205.79",3.63,0.25,0.12,"7,300.00",12.45,"3,650.00","10,962.45",0.1,0.05,29.3,15
134,273,2496A,EUGETU,7,1,71.8,27.4,2019,20.5,Understory,6-11,Alive,7,Young,1.0,750.67,0.04,0.18,0.09,200.00,9.08,100.00,309.08,1.6,0.8,24.5,8
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
274,557,2671,TEIJCO,15,1,89.9,59.5,2019,52.3,Canopy,18-23,Alive,63,Mature,1.5,"27,099.68",1.27,0.46,0.23,300.00,23.17,150.00,473.17,-7.7,-3.85,38.5,0
707,1340,3184C,CLE1SU,35,2,90.2,138.5,2019,12.1,Understory,1-5,Alive,7,Young,4.5,647.12,0.03,0.11,0.05,900.00,5.36,450.00,"1,355.36",0.1,0.05,17.3,0
904,1730,3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15
924,1765,3470,SARADE,46,2,89.9,191.9,2019,33.6,Canopy,12-17,Alive,59,Intermediate,36.5,"141,106.19",6.63,0.3,0.15,"7,300.00",14.89,"3,650.00","10,964.89",1.1,0.55,32.0,15
924,1765,3470,SARADE,46,2,89.9,191.9,2019,33.6,Canopy,12-17,Alive,59,Intermediate,36.5,"141,106.19",6.63,0.3,0.15,"7,300.00",14.89,"3,650.00","10,964.89",1.1,0.55,32.0,15
122,237,2467,SANTLA,6,1,98.9,23.6,2019,40.4,Canopy,12-17,Alive,59,Intermediate,9.0,"65,571.93",3.08,0.36,0.18,"1,800.00",17.9,900.00,"2,717.90",1.9,0.95,34.8,4
274,557,2671,TEIJCO,15,1,89.9,59.5,2019,52.3,Canopy,18-23,Alive,63,Mature,1.5,"27,099.68",1.27,0.46,0.23,300.00,23.17,150.00,473.17,-7.7,-3.85,38.5,0
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
925,1768,3473,SARADE,46,2,87.8,184.7,2019,19.1,Understory,6-11,Alive,54,Intermediate,36.5,"21,824.56",1.03,0.17,0.08,"7,300.00",8.46,"3,650.00","10,958.46",-0.1,-0.05,23.5,15
472,902,2912A,DACRR1,25,1,89.8,81.6,2019,12.7,Understory,1-5,Alive,7,Young,22.0,"3,666.71",0.17,0.11,0.06,"4,400.00",5.63,"2,200.00","6,605.63",0.7,0.35,17.9,0
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
963,1828,3512,SHORL1,47,2,79.3,194.6,2019,64.2,Emergent,>24,Alive,60,Mature,9.0,"340,156.71",15.99,0.57,0.28,"1,800.00",28.45,900.00,"2,728.45",0.5,0.25,41.4,0
274,557,2671,TEIJCO,15,1,89.9,59.5,2019,52.3,Canopy,18-23,Alive,63,Mature,1.5,"27,099.68",1.27,0.46,0.23,300.00,23.17,150.00,473.17,-7.7,-3.85,38.5,0
937,1784,3485,SARADE,46,2,95.2,188.4,2019,21.4,Understory,6-11,Alive,53,Intermediate,36.5,"31,487.27",1.48,0.19,0.09,"7,300.00",9.48,"3,650.00","10,959.48",-0.2,-0.1,25.2,15
723,1377,3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15
924,1765,3470,SARADE,46,2,89.9,191.9,2019,33.6,Canopy,12-17,Alive,59,Intermediate,36.5,"141,106.19",6.63,0.3,0.15,"7,300.00",14.89,"3,650.00","10,964.89",1.1,0.55,32.0,15
902,1727,3439,SARADE,45,2,87.3,177.2,2019,23.5,Understory,6-11,Alive,62,Mature,36.5,"42,726.86",2.01,0.21,0.1,"7,300.00",10.41,"3,650.00","10,960.41",0.0,0.0,26.5,15
904,1730,3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15
714,1352,3191,IXONIC,35,2,96.9,128.0,2019,30.6,Canopy,12-17,Alive,53,Intermediate,10.5,"29,566.38",1.39,0.27,0.14,"2,100.00",13.56,"1,050.00","3,163.56",-2.6,-1.3,30.5,0
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
924,1765,3470,SARADE,46,2,89.9,191.9,2019,33.6,Canopy,12-17,Alive,59,Intermediate,36.5,"141,106.19",6.63,0.3,0.15,"7,300.00",14.89,"3,650.00","10,964.89",1.1,0.55,32.0,15
917,1746,3455,SARADE,45,2,95.8,179.6,2019,26.7,Understory,6-11,Alive,54,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.9,0.45,28.5,15
1,8,2324,KOOMMA,1,1,10.7,11.6,2019,99.3,Emergent,>24,Alive,71,Mature,4.5,"859,724",40.41,0.88,0.44,900.00,44.0,450.00,"1,394.00",0.3,0.15,46.7,7
923,1759,3465A,LEPISE,46,2,88.0,194.4,2019,13.1,Understory,1-5,Alive,7,Young,5.5,"1,008.02",0.05,0.12,0.06,"1,100.00",5.8,550.00,"1,655.80",-0.1,-0.05,18.3,0
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
274,557,2671,TEIJCO,15,1,89.9,59.5,2019,52.3,Canopy,18-23,Alive,63,Mature,1.5,"27,099.68",1.27,0.46,0.23,300.00,23.17,150.00,473.17,-7.7,-3.85,38.5,0
623,1180,3088,DURIGR,31,2,17.7,121.5,2019,14.9,Understory,6-11,Alive,53,Intermediate,3.5,955.07,0.04,0.13,0.07,700.00,6.6,350.00,"1,056.60",-0.1,-0.05,20.0,0
939,1786,3486,SARADE,46,2,90.3,185.7,2019,22.4,Understory,6-11,Alive,53,Intermediate,36.5,"36,529.27",1.72,0.2,0.1,"7,300.00",9.93,"3,650.00","10,959.93",0.6,0.3,25.8,15
924,1765,3470,SARADE,46,2,89.9,191.9,2019,33.6,Canopy,12-17,Alive,59,Intermediate,36.5,"141,106.19",6.63,0.3,0.15,"7,300.00",14.89,"3,650.00","10,964.89",1.1,0.55,32.0,15
922,1758,3465,MYRIM2,46,2,87.6,194.6,2019,61.8,Emergent,>24,Alive,69,Mature,0.5,"16,456.47",0.77,0.55,0.27,100.00,27.38,50.00,177.38,0.3,0.15,40.8,0
924,1765,3470,SARADE,46,2,89.9,191.9,2019,33.6,Canopy,12-17,Alive,59,Intermediate,36.5,"141,106.19",6.63,0.3,0.15,"7,300.00",14.89,"3,650.00","10,964.89",1.1,0.55,32.0,15
723,1377,3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15
563,1058,3007C,BEILP2,28,2,56.2,117.4,2019,11.3,Understory,1-5,Alive,7,Young,1.0,116.90,0.01,0.1,0.05,200.00,5.01,100.00,305.01,0.2,0.1,16.5,5
941,1788,3488,SARADE,46,2,99.5,185.9,2019,33.3,Canopy,12-17,Alive,56,Intermediate,36.5,"136,863.53",6.43,0.3,0.15,"7,300.00",14.76,"3,650.00","10,964.76",1.3,0.65,31.8,15
274,557,2671,TEIJCO,15,1,89.9,59.5,2019,52.3,Canopy,18-23,Alive,63,Mature,1.5,"27,099.68",1.27,0.46,0.23,300.00,23.17,150.00,473.17,-7.7,-3.85,38.5,0
939,1786,3486,SARADE,46,2,90.3,185.7,2019,22.4,Understory,6-11,Alive,53,Intermediate,36.5,"36,529.27",1.72,0.2,0.1,"7,300.00",9.93,"3,650.00","10,959.93",0.6,0.3,25.8,15
939,1786,3486,SARADE,46,2,90.3,185.7,2019,22.4,Understory,6-11,Alive,53,Intermediate,36.5,"36,529.27",1.72,0.2,0.1,"7,300.00",9.93,"3,650.00","10,959.93",0.6,0.3,25.8,15
